Time_s;THROTTLE_POS;SPEED;RPM;ENGINE_LOAD;FUEL_LEVEL;COOLANT_TEMP;MAF;ACCELERATOR_POS_D;OIL_TEMP
1555006257.4837003;87.84313725490196;0;814.5;28.627450980392158;76.86274509803921;22;17.59;5.490196078431373;14
1555006257.7203379;87.84313725490196;0;814.5;28.627450980392158;76.86274509803921;22;17.59;5.490196078431373;14
1555006258.0347028;87.84313725490196;0;814.5;28.627450980392158;76.86274509803921;22;17.81;5.490196078431373;14
1555006258.143689;87.84313725490196;0;814.5;28.627450980392158;76.86274509803921;22;17.81;5.490196078431373;14
1555006258.293654;87.84313725490196;0;835.25;23.529411764705884;76.86274509803921;22;17.81;5.490196078431373;14
1555006258.434702;87.84313725490196;0;835.25;23.529411764705884;76.86274509803921;22;17.81;5.490196078431373;14
1555006258.5408003;87.84313725490196;0;835.25;23.529411764705884;76.86274509803921;22;17.81;5.490196078431373;14
1555006258.700284;87.84313725490196;0;835.25;23.529411764705884;76.86274509803921;22;17.87;5.490196078431373;14
1555006258.9060266;87.84313725490196;0;835.25;23.529411764705884;76.86274509803921;22;17.87;5.490196078431373;14
1555006258.9835982;87.84313725490196;0;820.5;24.313725490196077;76.86274509803921;22;17.87;5.490196078431373;14
1555006259.091501;87.84313725490196;0;820.5;24.313725490196077;76.86274509803921;22;17.87;5.490196078431373;14
1555006259.1988053;87.84313725490196;0;820.5;24.313725490196077;76.86274509803921;22;17.87;5.490196078431373;14
1555006259.3038015;87.84313725490196;0;820.5;24.313725490196077;76.86274509803921;22;17.87;5.490196078431373;14
1555006259.4135232;87.84313725490196;0;820.5;24.313725490196077;75.68627450980392;22;17.68;5.490196078431373;14
1555006259.5168715;87.84313725490196;0;820.5;24.313725490196077;75.68627450980392;22;17.68;5.490196078431373;14
1555006259.6332219;87.84313725490196;0;820.5;24.313725490196077;75.68627450980392;22;17.68;5.490196078431373;14
1555006259.741473;87.84313725490196;0;835.25;23.92156862745098;75.68627450980392;22;17.68;5.490196078431373;14
1555006259.8587785;87.84313725490196;0;835.25;23.92156862745098;75.68627450980392;22;17.68;5.490196078431373;14
1555006259.9636574;87.84313725490196;0;835.25;23.92156862745098;75.68627450980392;22;17.900000000000002;5.490196078431373;14
1555006260.0730147;87.84313725490196;0;835.25;23.92156862745098;75.68627450980392;22;17.900000000000002;5.490196078431373;14
1555006260.1795545;87.84313725490196;0;835.0;23.92156862745098;75.68627450980392;22;17.900000000000002;5.490196078431373;14
1555006260.2916987;87.84313725490196;0;835.0;23.92156862745098;75.68627450980392;22;17.900000000000002;5.490196078431373;14
1555006260.4857266;87.84313725490196;0;835.0;23.92156862745098;75.68627450980392;22;17.900000000000002;5.490196078431373;14
1555006260.5886555;87.84313725490196;0;835.0;23.92156862745098;75.68627450980392;22;18.25;5.490196078431373;14
1555006260.7079098;87.84313725490196;0;835.0;23.92156862745098;75.68627450980392;22;18.25;5.490196078431373;14
1555006260.8036847;87.84313725490196;0;835.0;23.92156862745098;75.68627450980392;22;18.25;5.490196078431373;14
1555006260.9718258;87.84313725490196;0;835.0;24.705882352941178;75.68627450980392;22;18.25;5.490196078431373;14
1555006261.0756173;87.84313725490196;0;832.0;24.705882352941178;75.68627450980392;22;18.25;5.490196078431373;14
1555006261.2296274;87.84313725490196;0;832.0;24.705882352941178;75.68627450980392;22;18.25;5.490196078431373;14
1555006261.331056;87.84313725490196;0;832.0;24.705882352941178;75.68627450980392;22;18.25;5.490196078431373;14
1555006261.4543324;87.84313725490196;0;832.0;24.705882352941178;75.68627450980392;22;17.81;5.490196078431373;14
1555006261.6242647;87.84313725490196;0;832.0;24.705882352941178;75.68627450980392;22;17.81;5.490196078431373;14
1555006261.8561332;87.84313725490196;0;839.25;24.313725490196077;75.68627450980392;22;17.81;5.490196078431373;14
1555006262.0041165;87.84313725490196;0;839.25;24.313725490196077;75.68627450980392;22;17.81;5.490196078431373;14
1555006262.13071;87.84313725490196;0;839.25;24.313725490196077;75.68627450980392;22;17.81;5.490196078431373;14
1555006262.3324244;87.84313725490196;0;839.25;24.313725490196077;75.68627450980392;22;17.96;5.490196078431373;14
1555048103.3275414;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.96;5.490196078431373;14
1555048103.4679492;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.96;5.490196078431373;14
1555048103.6169777;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.96;5.490196078431373;14
1555048103.7296767;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.96;5.490196078431373;14
1555048103.8348095;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.96;5.490196078431373;14
1555048103.9764488;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.75;5.490196078431373;14
1555048104.089592;87.84313725490196;0;830.75;27.058823529411764;75.68627450980392;22;17.75;5.490196078431373;14
1555048104.2163415;87.84313725490196;0;830.75;25.49019607843137;75.68627450980392;22;17.75;5.490196078431373;14
1555048104.3195755;87.84313725490196;0;831.0;25.49019607843137;75.68627450980392;22;17.75;5.490196078431373;14
1555048104.4421797;87.84313725490196;0;831.0;25.49019607843137;75.68627450980392;22;17.75;5.490196078431373;14
1555048104.5531788;87.84313725490196;0;831.0;25.49019607843137;75.68627450980392;22;17.75;5.490196078431373;14
1555048104.6563928;87.84313725490196;0;831.0;25.49019607843137;75.68627450980392;22;18.12;5.490196078431373;14
1555048104.7597625;87.84313725490196;0;831.0;25.49019607843137;75.68627450980392;22;18.12;5.490196078431373;14
1555048104.901274;87.84313725490196;0;831.0;24.313725490196077;75.68627450980392;22;18.12;5.490196078431373;14
1555048105.114667;87.84313725490196;0;832.5;24.313725490196077;75.68627450980392;22;18.12;5.490196078431373;14
1555048105.2329276;87.84313725490196;0;832.5;24.313725490196077;75.68627450980392;22;18.12;5.490196078431373;15
1555048105.3358498;87.84313725490196;0;832.5;24.313725490196077;75.68627450980392;22;18.12;5.490196078431373;15
1555048105.4595973;87.84313725490196;0;832.5;24.313725490196077;75.68627450980392;22;18.12;5.490196078431373;15
1555048105.6560361;87.84313725490196;0;832.5;24.313725490196077;76.86274509803921;22;17.650000000000002;5.490196078431373;15
1555048105.7564244;87.84313725490196;0;832.5;25.49019607843137;76.86274509803921;22;17.650000000000002;5.490196078431373;15
