Time_s;THROTTLE_POS;SPEED;RPM;ENGINE_LOAD;FUEL_LEVEL;COOLANT_TEMP;MAF;ACCELERATOR_POS_D;OIL_TEMP
1554870751.6917639;48.627450980392155;0;887.5;30.19607843137255;92.15686274509804;27;18.150000000000002;5.490196078431373;18
1554870751.8966057;48.627450980392155;0;887.5;30.19607843137255;92.15686274509804;27;18.150000000000002;5.882352941176471;18
1554870752.0267045;46.666666666666664;0;887.5;30.19607843137255;92.15686274509804;27;18.150000000000002;5.882352941176471;18
1554870752.1666374;46.666666666666664;0;887.5;20.784313725490197;92.15686274509804;27;18.150000000000002;5.882352941176471;18
1554870752.3068495;46.666666666666664;0;827.0;20.784313725490197;92.15686274509804;27;18.150000000000002;5.882352941176471;18
1554870752.4219284;46.666666666666664;0;827.0;20.784313725490197;92.15686274509804;27;10.96;5.882352941176471;18
1554870752.554823;49.80392156862745;0;827.0;20.784313725490197;92.15686274509804;27;10.96;5.882352941176471;18
1554870752.6722813;49.80392156862745;0;827.0;24.705882352941178;92.15686274509804;27;10.96;5.882352941176471;18
1554870752.7749763;49.80392156862745;0;833.25;24.705882352941178;92.15686274509804;27;10.43;5.882352941176471;18
1554870752.8967712;49.80392156862745;0;833.25;24.705882352941178;92.15686274509804;27;10.43;5.882352941176471;18
1554870753.018961;49.80392156862745;0;833.25;24.705882352941178;92.15686274509804;27;10.43;5.882352941176471;18
1554870753.151639;49.80392156862745;0;823.75;26.274509803921568;92.15686274509804;27;10.43;5.882352941176471;18
1554870753.255807;49.80392156862745;0;823.75;26.274509803921568;92.15686274509804;27;10.68;5.882352941176471;18
1554870753.46668;49.80392156862745;0;823.75;26.274509803921568;92.15686274509804;27;10.68;5.882352941176471;18
1554870753.5717437;49.80392156862745;0;823.75;23.529411764705884;92.15686274509804;27;10.68;5.882352941176471;18
1554870753.6915648;49.80392156862745;0;830.0;23.529411764705884;92.15686274509804;27;10.68;5.882352941176471;18
1554870753.7936049;48.627450980392155;0;830.0;23.529411764705884;92.15686274509804;27;10.68;5.882352941176471;18
1554870753.8965018;48.627450980392155;0;829.25;24.313725490196077;92.15686274509804;27;10.68;5.882352941176471;18
1554870754.0025983;48.627450980392155;0;829.25;24.313725490196077;92.15686274509804;27;10.06;5.882352941176471;18
1554870754.1047733;49.80392156862745;0;829.25;24.313725490196077;92.15686274509804;27;10.06;5.882352941176471;18
1554870754.2200992;49.80392156862745;0;831.25;24.705882352941178;92.15686274509804;27;10.06;5.882352941176471;18
1554870754.326554;49.80392156862745;0;831.25;24.705882352941178;92.15686274509804;27;10.31;5.882352941176471;18
1554870754.4701707;48.627450980392155;0;831.25;24.705882352941178;92.15686274509804;27;10.31;5.490196078431373;18
1554870754.576531;48.627450980392155;0;831.25;24.705882352941178;92.15686274509804;27;10.31;5.490196078431373;18
1554870754.6815667;48.627450980392155;0;831.25;25.88235294117647;92.15686274509804;28;10.31;5.490196078431373;18
1554870754.7965264;48.627450980392155;0;831.75;25.88235294117647;92.15686274509804;28;10.31;5.490196078431373;18
1554870754.9018192;48.627450980392155;0;831.75;25.88235294117647;92.15686274509804;28;10.5;5.882352941176471;18
1554870755.0192695;48.627450980392155;0;831.75;25.88235294117647;92.15686274509804;28;10.5;5.882352941176471;18
1554870755.1366582;48.627450980392155;0;831.75;27.058823529411764;92.15686274509804;28;10.5;5.882352941176471;18
1554870755.2392232;48.627450980392155;0;828.75;27.058823529411764;92.15686274509804;27;10.5;5.882352941176471;18
1554870755.4046173;48.627450980392155;0;828.75;27.058823529411764;92.15686274509804;27;10.71;5.882352941176471;18
1554870755.451609;48.627450980392155;0;828.75;27.058823529411764;92.15686274509804;27;10.71;5.882352941176471;18
1554870755.553595;48.627450980392155;0;828.75;27.058823529411764;92.15686274509804;27;10.71;5.882352941176471;18
1554870755.7001173;48.627450980392155;0;829.75;24.705882352941178;92.15686274509804;28;10.71;5.882352941176471;18
1554870755.8470154;48.627450980392155;0;829.75;24.705882352941178;92.15686274509804;28;10.71;5.882352941176471;18
1554870755.9578035;48.627450980392155;0;829.75;24.705882352941178;92.15686274509804;28;10.53;5.882352941176471;18
1554870756.0696394;48.627450980392155;0;829.75;24.705882352941178;92.15686274509804;28;10.53;5.882352941176471;18
1554870756.1917167;48.627450980392155;0;829.75;24.705882352941178;92.15686274509804;28;10.53;5.882352941176471;18
1554870756.2951033;48.627450980392155;0;829.5;24.705882352941178;92.15686274509804;28;10.53;5.882352941176471;18
1554870756.4067996;48.627450980392155;0;829.5;24.705882352941178;92.15686274509804;28;10.65;5.882352941176471;18
1554870756.5218346;48.627450980392155;0;829.5;24.705882352941178;92.15686274509804;28;10.65;5.882352941176471;19
1554870756.6265433;48.627450980392155;0;829.5;24.705882352941178;92.15686274509804;28;10.65;5.882352941176471;19
1554870756.7366462;48.627450980392155;0;829.5;24.705882352941178;92.15686274509804;28;10.65;5.882352941176471;19
1554870756.9577966;48.627450980392155;0;832.0;24.705882352941178;92.15686274509804;28;10.56;5.882352941176471;19
1554870757.061592;48.627450980392155;0;832.0;24.705882352941178;92.15686274509804;28;10.56;5.882352941176471;18
1554870757.1641724;48.627450980392155;0;832.0;24.313725490196077;92.15686274509804;28;10.56;5.882352941176471;18
1554870757.2865682;48.627450980392155;0;829.5;24.313725490196077;92.15686274509804;28;10.56;5.882352941176471;18
1554870757.3887217;48.627450980392155;0;829.5;24.313725490196077;92.15686274509804;28;10.56;5.882352941176471;18
1554870757.4915707;48.627450980392155;0;829.5;24.313725490196077;92.15686274509804;28;10.56;5.882352941176471;18
1554870757.6527975;48.627450980392155;0;832.0;25.88235294117647;92.15686274509804;28;10.56;5.882352941176471;18
